temp_level,humidity,precipitation,frequency_outbreak_in_area,travel_patterns,mosquito_species,malaria_vectors,vectors_infection_rates,healthcare_availability,healthcare_accessibility,malaria_treatment_success_rates,land_use,mosquito_breeding_sites,stagnant_waters,iot_air_quality,iot_water_quality,presence_of_vegetation,outbreak_threshold
Low,High,No,Low,Low,Aedes aegypti,Yes,High,No,Yes,High,Urban,Yes,No,Good,Good,Yes,0.217335182
High,Low,No,High,High,Anopheles gambiae,Yes,High,Yes,No,Low,Urban,No,Yes,Good,Good,Yes,0.409776096
Low,Low,No,Low,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Rural,No,Yes,Bad,Bad,Yes,0.139318216
Low,High,No,Low,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Urban,No,No,Bad,Bad,Yes,0.276736246
Low,High,Yes,High,Low,Anopheles gambiae,No,High,No,Yes,High,Rural,No,No,Good,Good,Yes,0.831383985
Low,High,Yes,Low,Low,Anopheles gambiae,No,Low,Yes,No,High,Rural,Yes,No,Bad,Good,No,0.371107272
High,High,Yes,High,Low,Aedes aegypti,No,High,Yes,Yes,Low,Urban,No,No,Good,Bad,No,0.419904438
Low,Low,Yes,Low,Low,Aedes aegypti,No,High,Yes,No,Low,Urban,Yes,Yes,Good,Bad,Yes,0.413767913
Low,High,No,Low,High,Anopheles gambiae,Yes,High,No,Yes,High,Rural,Yes,Yes,Good,Good,No,0.570635636
Low,High,Yes,Low,High,Aedes aegypti,Yes,High,Yes,No,Low,Urban,Yes,Yes,Bad,Good,Yes,0.199739004
High,High,No,Low,Low,Anopheles gambiae,No,Low,No,No,High,Urban,No,Yes,Good,Bad,Yes,0.941129212
Low,High,No,Low,Low,Anopheles gambiae,No,Low,Yes,No,Low,Rural,Yes,No,Bad,Bad,No,0.902594056
High,High,No,High,High,Culex quinquefasciatus,No,Low,Yes,Yes,Low,Rural,No,No,Bad,Bad,Yes,0.827350598
Low,High,No,Low,Low,Aedes aegypti,Yes,Low,Yes,No,High,Urban,Yes,No,Bad,Bad,No,0.304405683
Low,High,No,Low,High,Anopheles gambiae,No,Low,Yes,Yes,High,Urban,Yes,No,Good,Good,Yes,0.127499274
Low,Low,No,High,Low,Aedes aegypti,Yes,High,Yes,Yes,Low,Rural,No,No,Bad,Bad,No,0.468243851
High,High,Yes,High,Low,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,No,Yes,Good,Bad,No,0.28320608
Low,Low,No,High,Low,Culex quinquefasciatus,No,High,No,No,High,Rural,No,Yes,Good,Bad,No,0.351829174
Low,Low,Yes,High,Low,Aedes aegypti,No,High,No,Yes,Low,Urban,Yes,Yes,Bad,Good,No,0.891405863
High,Low,No,High,High,Anopheles gambiae,No,Low,No,No,High,Rural,Yes,Yes,Bad,Bad,Yes,0.075007945
High,High,No,Low,Low,Anopheles gambiae,Yes,Low,No,No,Low,Urban,No,Yes,Bad,Good,Yes,0.151711697
High,High,Yes,Low,High,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,Yes,Yes,Bad,Good,Yes,0.865031577
Low,High,No,Low,High,Aedes aegypti,Yes,High,Yes,Yes,High,Rural,Yes,Yes,Bad,Bad,No,0.563923661
Low,Low,Yes,High,Low,Anopheles gambiae,Yes,High,No,Yes,High,Rural,No,No,Bad,Bad,No,0.224178195
High,High,No,High,High,Anopheles gambiae,No,Low,Yes,No,High,Urban,No,Yes,Bad,Bad,No,0.165585032
High,High,Yes,Low,Low,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,Yes,Yes,Good,Bad,Yes,0.139674407
High,High,Yes,High,High,Aedes aegypti,Yes,Low,No,No,Low,Urban,Yes,No,Good,Good,Yes,0.993216904
High,Low,Yes,Low,High,Anopheles gambiae,Yes,High,Yes,Yes,Low,Urban,Yes,Yes,Good,Good,No,0.437501016
Low,High,Yes,High,Low,Anopheles gambiae,No,Low,Yes,No,High,Urban,Yes,No,Good,Bad,No,0.783570144
High,Low,No,High,High,Culex quinquefasciatus,No,High,No,Yes,High,Rural,Yes,No,Bad,Bad,Yes,0.322039189
Low,Low,Yes,Low,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Rural,No,No,Bad,Bad,No,0.528866297
Low,High,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Rural,Yes,Yes,Bad,Good,No,0.603845954
High,Low,Yes,Low,Low,Anopheles gambiae,Yes,High,Yes,Yes,High,Rural,Yes,Yes,Bad,Good,No,0.663741577
High,High,No,Low,High,Anopheles gambiae,Yes,Low,Yes,Yes,High,Rural,Yes,No,Bad,Bad,No,0.48040461
Low,Low,No,High,High,Aedes aegypti,No,Low,Yes,Yes,Low,Rural,No,Yes,Good,Bad,No,0.084499892
Low,Low,Yes,Low,High,Culex quinquefasciatus,Yes,High,Yes,No,Low,Urban,Yes,No,Bad,Bad,Yes,0.01225838
Low,High,No,High,High,Anopheles gambiae,No,High,No,Yes,High,Rural,No,Yes,Bad,Bad,Yes,0.748443702
Low,Low,No,Low,High,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,No,Yes,Good,Bad,No,0.050768437
Low,Low,Yes,High,High,Aedes aegypti,No,High,No,No,High,Rural,Yes,No,Good,Good,No,0.455015808
Low,Low,No,Low,High,Culex quinquefasciatus,No,Low,Yes,Yes,Low,Urban,No,Yes,Good,Bad,Yes,0.23969876
High,High,Yes,High,Low,Aedes aegypti,Yes,Low,No,Yes,Low,Urban,No,No,Good,Good,Yes,0.634868935
Low,Low,No,Low,Low,Anopheles gambiae,No,High,Yes,Yes,High,Rural,No,No,Good,Good,Yes,0.925923169
Low,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,No,High,Urban,No,No,Bad,Good,Yes,0.802863909
Low,Low,No,High,High,Aedes aegypti,Yes,Low,No,Yes,High,Urban,Yes,No,Good,Good,Yes,0.497558379
High,High,No,Low,High,Anopheles gambiae,Yes,Low,Yes,No,Low,Urban,Yes,Yes,Bad,Bad,Yes,0.82746998
Low,Low,No,High,Low,Culex quinquefasciatus,Yes,High,No,No,High,Rural,Yes,No,Bad,Good,Yes,0.027092615
Low,High,Yes,High,Low,Aedes aegypti,No,High,Yes,No,High,Rural,Yes,No,Good,Bad,Yes,0.027819973
High,Low,Yes,Low,High,Aedes aegypti,Yes,Low,No,No,Low,Urban,Yes,Yes,Good,Bad,Yes,0.294513471
Low,Low,No,Low,Low,Anopheles gambiae,Yes,Low,No,Yes,High,Urban,No,Yes,Bad,Bad,Yes,0.074858788
High,High,No,Low,Low,Anopheles gambiae,No,Low,Yes,No,Low,Rural,No,No,Bad,Good,Yes,0.307496435
Low,Low,Yes,Low,High,Culex quinquefasciatus,No,Low,No,Yes,Low,Urban,Yes,No,Bad,Good,No,0.690115399
High,High,No,High,Low,Culex quinquefasciatus,No,Low,No,Yes,Low,Rural,Yes,Yes,Good,Bad,Yes,0.617303839
Low,Low,Yes,Low,Low,Anopheles gambiae,Yes,Low,Yes,No,High,Rural,Yes,No,Bad,Good,No,0.313954331
High,High,Yes,Low,High,Aedes aegypti,Yes,Low,Yes,No,Low,Rural,No,Yes,Bad,Good,No,0.912682399
Low,High,No,Low,Low,Aedes aegypti,No,High,Yes,No,Low,Rural,Yes,Yes,Bad,Good,Yes,0.621778819
High,High,No,High,High,Culex quinquefasciatus,Yes,High,Yes,Yes,High,Urban,Yes,No,Good,Good,No,0.358110281
Low,High,No,High,Low,Anopheles gambiae,No,Low,Yes,No,Low,Urban,Yes,No,Good,Bad,No,0.186144718
Low,High,Yes,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,Yes,Yes,Good,Good,Yes,0.80056942
High,High,Yes,Low,High,Culex quinquefasciatus,Yes,High,No,No,Low,Rural,Yes,No,Bad,Good,Yes,0.96986632
High,High,Yes,Low,Low,Culex quinquefasciatus,No,High,No,Yes,High,Urban,No,Yes,Good,Good,Yes,0.942924506
Low,Low,No,Low,High,Aedes aegypti,Yes,High,Yes,No,High,Rural,No,Yes,Good,Good,Yes,0.117420879
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,Yes,No,Low,Rural,No,Yes,Bad,Good,No,0.260892662
Low,High,No,High,Low,Aedes aegypti,No,High,No,No,High,Rural,Yes,No,Bad,Good,Yes,0.254876467
Low,High,Yes,Low,High,Culex quinquefasciatus,No,Low,No,Yes,High,Urban,Yes,Yes,Bad,Bad,No,0.331699875
High,Low,No,High,High,Culex quinquefasciatus,Yes,High,Yes,No,High,Urban,No,No,Bad,Good,No,0.159639372
Low,High,Yes,Low,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Rural,Yes,No,Good,Bad,Yes,0.81699174
High,High,No,High,High,Culex quinquefasciatus,Yes,Low,No,Yes,Low,Urban,Yes,No,Bad,Good,No,0.289789004
High,High,No,Low,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,Yes,Yes,Bad,Good,No,0.212358748
High,Low,Yes,High,High,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Rural,Yes,No,Good,Bad,Yes,0.329916849
High,Low,Yes,High,High,Aedes aegypti,No,High,No,Yes,Low,Rural,Yes,No,Good,Bad,Yes,0.455441202
High,High,Yes,Low,High,Aedes aegypti,No,High,No,Yes,High,Urban,No,No,Bad,Good,Yes,0.27862316
High,High,No,High,Low,Anopheles gambiae,No,Low,No,Yes,High,Urban,Yes,Yes,Bad,Bad,No,0.295146925
High,High,Yes,High,High,Anopheles gambiae,No,Low,Yes,No,Low,Urban,No,No,Good,Bad,No,0.272047214
High,High,No,High,High,Anopheles gambiae,Yes,High,Yes,No,Low,Urban,Yes,No,Bad,Bad,Yes,0.016598663
High,Low,No,High,High,Anopheles gambiae,No,Low,No,Yes,High,Urban,Yes,Yes,Bad,Good,Yes,0.809868827
Low,Low,Yes,High,High,Aedes aegypti,No,High,No,Yes,High,Rural,No,Yes,Bad,Good,Yes,0.055015747
High,Low,No,High,High,Culex quinquefasciatus,Yes,High,No,No,Low,Rural,Yes,No,Good,Good,No,0.801780889
Low,High,Yes,Low,High,Aedes aegypti,No,High,No,Yes,Low,Rural,Yes,Yes,Bad,Good,Yes,0.534233204
Low,Low,Yes,High,Low,Culex quinquefasciatus,Yes,High,No,No,Low,Urban,Yes,No,Bad,Bad,No,0.433040544
Low,Low,No,Low,Low,Aedes aegypti,No,High,No,No,High,Rural,No,Yes,Bad,Bad,Yes,0.198572536
Low,High,No,Low,High,Anopheles gambiae,No,High,Yes,No,Low,Rural,No,Yes,Good,Bad,Yes,0.339436235
High,Low,No,Low,High,Culex quinquefasciatus,Yes,Low,No,No,High,Urban,Yes,No,Bad,Good,Yes,0.149946711
Low,Low,No,Low,Low,Anopheles gambiae,No,High,Yes,Yes,Low,Urban,Yes,No,Bad,Bad,Yes,0.223545704
High,High,No,High,High,Culex quinquefasciatus,No,High,No,Yes,High,Rural,Yes,Yes,Good,Good,Yes,0.618399912
Low,Low,Yes,Low,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,No,Yes,Good,Good,No,0.183458908
High,High,No,High,High,Anopheles gambiae,No,High,No,No,High,Urban,No,No,Bad,Bad,Yes,0.571025273
High,Low,Yes,High,Low,Anopheles gambiae,Yes,High,No,No,High,Rural,No,Yes,Good,Bad,Yes,0.078502603
Low,Low,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,No,High,Rural,Yes,Yes,Bad,Bad,No,0.357670902
Low,Low,No,High,High,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Rural,Yes,No,Bad,Good,Yes,0.462678432
High,High,Yes,Low,Low,Culex quinquefasciatus,No,Low,No,No,High,Urban,No,Yes,Good,Bad,No,0.053200854
High,Low,No,Low,High,Aedes aegypti,No,High,No,Yes,Low,Urban,Yes,No,Good,Good,Yes,0.474006844
Low,Low,Yes,High,Low,Culex quinquefasciatus,No,High,No,Yes,Low,Rural,Yes,No,Bad,Bad,Yes,0.252103473
Low,Low,Yes,High,Low,Culex quinquefasciatus,Yes,Low,Yes,No,High,Urban,Yes,Yes,Bad,Bad,Yes,0.846075853
Low,Low,No,Low,High,Culex quinquefasciatus,Yes,Low,Yes,No,High,Rural,Yes,Yes,Bad,Good,No,0.231973453
Low,High,No,High,High,Anopheles gambiae,No,Low,No,Yes,Low,Urban,No,No,Bad,Good,Yes,0.969412049
Low,High,No,High,High,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,Yes,No,Bad,Good,Yes,0.459845584
Low,Low,Yes,High,High,Anopheles gambiae,No,Low,Yes,Yes,Low,Urban,No,Yes,Good,Good,Yes,0.845686145
High,High,No,High,Low,Culex quinquefasciatus,No,High,No,Yes,Low,Urban,Yes,Yes,Bad,Good,Yes,0.170719476
Low,Low,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,No,High,Urban,No,Yes,Good,Good,Yes,0.035496348
High,High,Yes,Low,Low,Anopheles gambiae,Yes,High,Yes,Yes,High,Urban,Yes,No,Good,Good,Yes,0.074388139
High,Low,Yes,Low,High,Culex quinquefasciatus,No,High,No,No,Low,Rural,Yes,Yes,Good,Bad,No,0.066878581
High,Low,No,High,Low,Aedes aegypti,Yes,Low,Yes,No,High,Urban,No,No,Bad,Bad,No,0.544262771
Low,Low,No,High,High,Culex quinquefasciatus,No,High,No,No,Low,Urban,No,Yes,Bad,Good,Yes,0.986616372
Low,Low,Yes,Low,High,Culex quinquefasciatus,No,High,No,Yes,High,Rural,No,No,Bad,Bad,No,0.10261528
High,Low,No,High,High,Anopheles gambiae,No,Low,No,Yes,High,Urban,No,No,Good,Good,No,0.907615951
High,High,Yes,High,Low,Aedes aegypti,No,High,Yes,Yes,Low,Urban,No,Yes,Bad,Good,Yes,0.670713112
Low,High,Yes,Low,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Urban,Yes,Yes,Bad,Bad,No,0.516360247
High,High,Yes,High,High,Aedes aegypti,No,Low,No,Yes,High,Urban,No,Yes,Good,Bad,No,0.896891108
Low,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,No,No,High,Rural,No,Yes,Good,Bad,Yes,0.796724726
Low,Low,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Urban,Yes,Yes,Good,Bad,No,0.441663666
High,Low,Yes,Low,High,Culex quinquefasciatus,No,Low,No,Yes,Low,Rural,No,No,Good,Good,No,0.168451194
High,Low,Yes,High,Low,Aedes aegypti,Yes,High,No,Yes,High,Rural,No,Yes,Bad,Bad,Yes,0.469860549
Low,High,No,Low,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,No,No,Bad,Good,Yes,0.329048085
Low,Low,Yes,Low,Low,Anopheles gambiae,No,Low,Yes,Yes,Low,Urban,Yes,Yes,Good,Good,No,0.977966374
High,Low,No,High,Low,Culex quinquefasciatus,No,Low,Yes,No,High,Urban,Yes,Yes,Good,Good,Yes,0.379526914
High,High,Yes,High,Low,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,No,No,Bad,Good,No,0.793869241
High,High,Yes,Low,Low,Aedes aegypti,Yes,Low,No,No,High,Urban,Yes,No,Good,Bad,No,0.035485235
Low,High,No,Low,Low,Anopheles gambiae,Yes,High,Yes,Yes,High,Urban,Yes,Yes,Good,Bad,No,0.829280938
Low,Low,Yes,High,High,Anopheles gambiae,No,Low,Yes,Yes,High,Rural,Yes,No,Good,Bad,Yes,0.581174699
Low,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,No,No,Low,Urban,Yes,No,Bad,Bad,Yes,0.325865119
High,Low,No,Low,Low,Culex quinquefasciatus,Yes,High,Yes,No,Low,Urban,Yes,No,Good,Good,Yes,0.373701652
Low,High,No,Low,Low,Aedes aegypti,No,Low,Yes,No,Low,Urban,No,Yes,Good,Bad,No,0.759873655
Low,High,Yes,High,High,Culex quinquefasciatus,No,High,No,No,Low,Urban,No,No,Good,Bad,Yes,0.285519483
High,Low,Yes,High,Low,Aedes aegypti,Yes,High,Yes,Yes,High,Urban,Yes,No,Bad,Bad,No,0.313294215
High,High,No,High,Low,Culex quinquefasciatus,No,Low,Yes,Yes,High,Urban,Yes,Yes,Bad,Good,Yes,0.652613101
High,High,Yes,High,Low,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Rural,Yes,Yes,Bad,Good,Yes,0.107674536
High,High,Yes,High,High,Culex quinquefasciatus,Yes,High,No,Yes,Low,Urban,No,No,Good,Bad,No,0.411320957
Low,Low,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Urban,Yes,Yes,Good,Bad,No,0.816280501
Low,Low,Yes,High,High,Aedes aegypti,Yes,High,Yes,No,Low,Rural,Yes,Yes,Good,Bad,No,0.245739364
High,High,No,Low,Low,Culex quinquefasciatus,No,High,Yes,Yes,Low,Urban,No,Yes,Good,Good,No,0.52478798
Low,Low,Yes,High,High,Aedes aegypti,No,Low,Yes,Yes,High,Rural,No,No,Bad,Good,Yes,0.404662988
Low,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Urban,No,No,Good,Bad,Yes,0.838630756
High,High,Yes,High,Low,Culex quinquefasciatus,No,Low,Yes,No,Low,Rural,Yes,No,Good,Bad,Yes,0.120775089
Low,Low,Yes,Low,High,Anopheles gambiae,No,High,No,No,Low,Urban,No,Yes,Good,Good,Yes,0.990954465
Low,High,Yes,High,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Rural,Yes,No,Good,Bad,Yes,0.90461794
High,Low,Yes,High,High,Aedes aegypti,Yes,High,No,No,Low,Rural,No,Yes,Bad,Good,No,0.501816663
High,High,No,High,Low,Anopheles gambiae,No,High,Yes,Yes,High,Rural,Yes,No,Bad,Good,Yes,0.603918713
Low,High,No,Low,Low,Anopheles gambiae,No,High,Yes,Yes,Low,Rural,Yes,No,Bad,Good,Yes,0.224962286
High,Low,No,High,High,Aedes aegypti,No,Low,Yes,No,High,Urban,No,No,Good,Bad,No,0.131931383
Low,Low,No,Low,High,Aedes aegypti,No,High,No,Yes,High,Urban,No,Yes,Bad,Bad,Yes,0.051857273
Low,High,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,No,High,Rural,No,Yes,Good,Bad,No,0.591470993
High,Low,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,No,High,Rural,No,No,Good,Bad,No,0.435244981
Low,High,No,Low,High,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Rural,Yes,No,Good,Bad,No,0.761933454
Low,High,No,High,Low,Anopheles gambiae,No,Low,No,Yes,Low,Rural,Yes,No,Good,Bad,Yes,0.022085022
High,Low,No,High,High,Culex quinquefasciatus,No,High,Yes,Yes,High,Rural,Yes,Yes,Bad,Good,Yes,0.594601506
High,Low,No,Low,High,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Rural,No,Yes,Good,Bad,Yes,0.405631915
High,Low,No,Low,Low,Aedes aegypti,Yes,Low,No,Yes,Low,Rural,Yes,Yes,Good,Bad,No,0.917235452
High,High,Yes,High,High,Aedes aegypti,Yes,Low,No,No,High,Rural,Yes,No,Good,Bad,No,0.710272872
High,Low,No,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Urban,No,Yes,Good,Good,No,0.963252109
High,Low,No,High,High,Culex quinquefasciatus,Yes,Low,No,No,Low,Urban,No,No,Good,Good,No,0.404330864
Low,Low,Yes,Low,Low,Aedes aegypti,No,Low,Yes,No,High,Rural,Yes,Yes,Good,Bad,No,0.942224914
Low,High,No,Low,Low,Aedes aegypti,Yes,Low,No,No,High,Rural,No,Yes,Bad,Bad,Yes,0.414653546
Low,High,No,High,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Urban,Yes,No,Bad,Good,No,0.517155409
Low,Low,No,Low,Low,Aedes aegypti,No,High,No,Yes,High,Rural,Yes,Yes,Bad,Good,No,0.740708362
High,High,No,Low,High,Aedes aegypti,Yes,High,No,No,Low,Rural,No,No,Good,Bad,Yes,0.490775684
Low,High,No,Low,Low,Aedes aegypti,Yes,High,No,No,High,Urban,Yes,Yes,Good,Bad,Yes,0.023791987
High,High,No,High,High,Aedes aegypti,No,High,Yes,No,High,Rural,No,Yes,Good,Bad,Yes,0.779932982
High,High,No,High,High,Aedes aegypti,No,Low,No,Yes,High,Rural,No,No,Good,Bad,Yes,0.153142254
High,Low,No,High,High,Anopheles gambiae,Yes,Low,Yes,Yes,High,Urban,Yes,No,Bad,Good,Yes,0.585461889
Low,High,Yes,High,Low,Anopheles gambiae,No,High,No,No,Low,Rural,Yes,Yes,Bad,Bad,Yes,0.058004425
High,High,Yes,Low,Low,Culex quinquefasciatus,No,Low,No,Yes,Low,Urban,No,No,Good,Good,Yes,0.067709977
High,Low,Yes,High,High,Aedes aegypti,No,Low,No,No,High,Rural,Yes,Yes,Good,Good,Yes,0.648559961
High,Low,No,High,Low,Culex quinquefasciatus,Yes,High,Yes,No,Low,Rural,No,No,Bad,Good,No,0.645617309
High,High,Yes,High,High,Culex quinquefasciatus,Yes,High,No,Yes,High,Urban,No,Yes,Bad,Bad,Yes,0.119669454
High,High,Yes,Low,Low,Aedes aegypti,No,Low,Yes,No,High,Urban,No,No,Good,Bad,No,0.451767212
Low,High,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Rural,No,No,Bad,Bad,No,0.752532716
Low,Low,Yes,Low,Low,Anopheles gambiae,No,High,Yes,No,High,Rural,Yes,No,Bad,Good,Yes,0.933787127
Low,Low,No,High,Low,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,Yes,No,Bad,Bad,No,0.973950165
High,High,Yes,High,High,Culex quinquefasciatus,No,Low,No,Yes,High,Urban,Yes,No,Bad,Bad,Yes,0.386579586
High,High,No,High,High,Aedes aegypti,No,High,Yes,Yes,High,Urban,Yes,Yes,Good,Good,Yes,0.613042549
High,Low,No,High,High,Aedes aegypti,Yes,Low,Yes,Yes,Low,Rural,No,No,Good,Good,No,0.327099719
High,Low,Yes,High,High,Anopheles gambiae,No,Low,No,No,Low,Rural,Yes,No,Good,Bad,No,0.842682234
Low,Low,No,High,Low,Anopheles gambiae,No,Low,No,No,Low,Urban,Yes,Yes,Bad,Bad,No,0.565375366
High,High,Yes,Low,High,Culex quinquefasciatus,No,Low,No,Yes,High,Urban,Yes,No,Good,Bad,No,0.046773247
High,Low,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,Yes,Low,Rural,No,No,Good,Good,Yes,0.80447546
Low,High,No,High,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Rural,Yes,Yes,Good,Bad,Yes,0.079296238
Low,High,Yes,Low,Low,Culex quinquefasciatus,No,High,No,Yes,Low,Urban,Yes,Yes,Bad,Bad,No,0.456602363
Low,High,Yes,Low,Low,Culex quinquefasciatus,No,High,No,Yes,High,Rural,Yes,No,Bad,Good,No,0.292161645
High,Low,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,No,Low,Rural,No,No,Good,Good,Yes,0.391516655
Low,High,No,Low,Low,Aedes aegypti,No,High,No,No,High,Urban,Yes,No,Bad,Good,No,0.41693496
High,Low,Yes,Low,High,Culex quinquefasciatus,Yes,High,Yes,No,Low,Urban,No,Yes,Bad,Bad,Yes,0.956888155
Low,High,No,Low,Low,Aedes aegypti,No,High,No,Yes,Low,Urban,Yes,No,Bad,Bad,No,0.893558322
High,High,Yes,Low,Low,Aedes aegypti,No,High,No,Yes,Low,Urban,Yes,Yes,Good,Good,Yes,0.638382763
Low,Low,No,Low,High,Anopheles gambiae,No,High,No,Yes,Low,Urban,Yes,Yes,Good,Good,No,0.918918381
Low,Low,No,Low,High,Culex quinquefasciatus,No,Low,No,No,Low,Rural,Yes,Yes,Bad,Good,No,0.175801291
Low,Low,Yes,High,High,Aedes aegypti,Yes,High,Yes,No,Low,Rural,Yes,No,Good,Good,No,0.751450262
Low,High,Yes,High,High,Anopheles gambiae,No,High,Yes,Yes,High,Rural,No,No,Good,Bad,No,0.432549299
Low,High,No,Low,High,Aedes aegypti,No,Low,Yes,Yes,Low,Urban,No,No,Good,Good,No,0.636104849
Low,High,No,Low,Low,Anopheles gambiae,No,High,No,Yes,Low,Urban,Yes,Yes,Good,Bad,Yes,0.515521253
Low,Low,Yes,High,High,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,Yes,Yes,Bad,Good,Yes,0.044510408
Low,Low,No,High,Low,Aedes aegypti,Yes,High,No,No,High,Urban,No,Yes,Good,Good,Yes,0.700630055
High,High,Yes,High,Low,Anopheles gambiae,Yes,Low,Yes,Yes,High,Rural,No,Yes,Good,Good,Yes,0.445521363
High,Low,Yes,Low,High,Aedes aegypti,No,High,No,No,Low,Urban,Yes,Yes,Good,Bad,No,0.917329519
Low,Low,Yes,Low,High,Culex quinquefasciatus,No,High,No,No,High,Urban,Yes,Yes,Bad,Bad,No,0.650621926
High,High,Yes,Low,High,Culex quinquefasciatus,Yes,High,Yes,No,Low,Rural,No,No,Good,Bad,No,0.616610689
Low,Low,No,Low,High,Anopheles gambiae,Yes,Low,Yes,No,Low,Rural,No,Yes,Bad,Bad,Yes,0.146937438
High,High,No,High,Low,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Urban,No,No,Good,Good,No,0.551704503
High,High,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Urban,Yes,No,Good,Good,No,0.7985313
Low,Low,Yes,Low,High,Culex quinquefasciatus,No,Low,No,Yes,Low,Rural,No,Yes,Bad,Bad,No,0.337457446
High,High,No,Low,Low,Culex quinquefasciatus,No,High,Yes,No,High,Rural,Yes,Yes,Good,Good,Yes,0.87997479
High,High,No,High,Low,Culex quinquefasciatus,No,High,No,No,High,Urban,No,No,Bad,Bad,Yes,0.048425903
High,Low,Yes,High,High,Aedes aegypti,No,High,No,No,High,Rural,Yes,No,Good,Good,Yes,0.602175512
High,Low,Yes,Low,Low,Culex quinquefasciatus,No,High,Yes,Yes,Low,Urban,Yes,No,Bad,Bad,Yes,0.970183734
High,High,Yes,High,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Rural,No,No,Bad,Bad,No,0.434741579
High,High,Yes,Low,Low,Aedes aegypti,Yes,High,Yes,No,Low,Urban,Yes,No,Good,Bad,Yes,0.982016194
Low,Low,No,High,High,Culex quinquefasciatus,No,High,No,No,Low,Urban,Yes,Yes,Good,Good,Yes,0.555178059
Low,High,No,Low,Low,Aedes aegypti,Yes,High,No,Yes,Low,Urban,Yes,Yes,Bad,Good,No,0.058462116
High,Low,Yes,High,Low,Aedes aegypti,Yes,Low,No,No,Low,Urban,No,No,Bad,Bad,Yes,0.299530796
Low,High,Yes,Low,High,Aedes aegypti,Yes,Low,No,Yes,Low,Urban,Yes,No,Good,Bad,No,0.194351667
Low,Low,Yes,Low,High,Aedes aegypti,No,Low,No,No,Low,Rural,No,No,Good,Bad,No,0.793446155
High,High,No,High,Low,Anopheles gambiae,No,High,Yes,No,High,Rural,Yes,Yes,Good,Good,No,0.753156543
Low,Low,Yes,High,Low,Anopheles gambiae,No,Low,Yes,No,Low,Rural,No,Yes,Bad,Good,Yes,0.208391541
Low,High,Yes,Low,High,Anopheles gambiae,Yes,High,No,No,Low,Urban,Yes,Yes,Good,Bad,No,0.49880407
Low,High,Yes,Low,High,Aedes aegypti,No,Low,No,Yes,Low,Rural,No,Yes,Good,Bad,Yes,0.760192937
High,Low,Yes,High,Low,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,Yes,No,Good,Bad,No,0.356606754
Low,Low,No,Low,High,Culex quinquefasciatus,No,High,No,No,Low,Urban,No,Yes,Good,Bad,Yes,0.095333067
High,High,Yes,Low,Low,Anopheles gambiae,Yes,High,Yes,Yes,Low,Urban,Yes,Yes,Bad,Good,No,0.753847172
